id,code,year,fraud,profit_sales,sales_totalasset,roa,leverage,account_receivable,account_payable,inventory,sales,firm_size,totalasset,name_auditor,name_auditor_before,audit,industry,totaldebt,ni,operate_cashflow
GKM.2021,GKM,2021,0,0.1486,0.4313,0.0641,0.4570,"24,514,831,168","98,430,771,337","10,216,818,711","236,643,693,777",27.03,"548,626,677,935",CPA,CPA,1,Materials,"250,718,711,670","35,166,174,619","28,820,410,578"
GKM.2022,GKM,2022,0,0.0583,0.4953,0.0289,0.4764,"158,864,969,923","50,315,230,529","22,531,038,451","312,985,862,886",27.17,"631,902,717,072",AFC,CPA,2,Materials,"301,033,942,199","18,260,808,608","-90,196,815,675"
GKM.2023,GKM,2023,0,0.1013,0.8957,0.0908,0.2227,"-63,243,439,809","-204,642,983,081","-51,889,286,458","387,722,740,734",26.79,"432,852,009,436",AFC,AFC,1,Materials,"96,390,959,118","39,283,145,868","36,594,539,310"
GLT.2017,GLT,2017,0,0.1826,0.8757,0.1599,0.4022,"-6,053,805,987","-32,494,923,629","-41,051,144,245","145,884,951,085",25.84,"166,584,208,616",A&C,A&C,1,Industrials,"66,999,813,520","26,642,661,318","40,052,661,926"
GLT.2018,GLT,2018,0,0.1324,0.8656,0.1146,0.3354,"4,278,271,343","-16,455,177,204","-5,898,019,214","130,448,875,182",25.74,"150,699,927,650",A&C,A&C,1,Industrials,"50,544,636,316","17,265,753,098","19,071,236,570"
GLT.2019,GLT,2019,0,0.1313,0.6963,0.0914,0.2693,"-41,231,774,687","-15,154,246,797","-3,018,010,495","91,509,671,511",25.60,"131,424,291,943",A&C,A&C,1,Industrials,"35,390,389,519","12,012,454,793","35,557,774,469"
GLT.2020,GLT,2020,0,0.1994,0.5827,0.1162,0.3470,"15,716,752,823","19,149,999,707","7,579,691,312","91,602,518,671",25.78,"157,195,448,349",A&C,A&C,1,Industrials,"54,540,389,226","18,263,665,834","20,263,767,560"
GLT.2021,GLT,2021,0,0.3514,0.5606,0.1970,0.4749,"121,601,225,348","87,927,198,627","3,979,296,598","168,162,339,604",26.43,"299,973,120,007",A&C,A&C,1,Industrials,"142,467,587,853","59,094,813,265","2,716,548,015"
GLT.2022,GLT,2022,0,0.0326,1.9532,0.0636,0.5043,"59,143,975,172","10,848,918,936","-15,276,003,791","593,836,131,184",26.44,"304,030,158,644",A&C,A&C,1,Industrials,"153,316,506,789","19,345,129,461","48,142,814,570"
GLT.2023,GLT,2023,0,0.1010,0.5744,0.0580,0.1715,"-181,632,294,519","-121,893,031,886","8,711,585,658","105,270,958,156",25.93,"183,257,222,627",AASC,A&C,2,Industrials,"31,423,474,903","10,629,991,692","38,976,773,751"
GMA.2017,GMA,2017,,,,,,,,,,,,,,,,,,
GMA.2018,GMA,2018,0,0.0347,0.8179,0.0284,0.5210,,,,"111,146,173,219",25.64,"135,898,010,342",TTP,TTP,1,Industrials,"70,802,973,076","3,856,914,646","-21,481,222,206"
GMA.2019,GMA,2019,0,0.0345,0.8797,0.0304,0.4841,"-31,265,631,878","-5,906,695,756","2,141,018,339","117,933,178,909",25.62,"134,060,935,641",TTP,TTP,1,Industrials,"64,896,277,320","4,069,621,055","32,063,610,643"
GMA.2020,GMA,2020,0,0.0340,0.6176,0.0210,0.6035,"56,009,083,310","46,233,147,810","2,142,255,380","113,727,845,485",25.94,"184,155,407,456",TTP,TTP,1,Industrials,"111,129,425,130","3,861,324,005","74,869,822,637"
GMA.2021,GMA,2021,0,0.0526,0.9410,0.0495,0.2847,"-73,004,908,601","-79,903,002,087","-4,967,351,891","103,207,415,904",25.42,"109,678,486,913",TTP,TTP,1,Industrials,"31,226,423,043","5,426,081,544","14,199,031,491"
GMA.2022,GMA,2022,0,0.0143,1.1844,0.0169,0.7060,"466,524,610,190","1,079,335,651,513","393,954,169,848","1,863,151,528,062",28.08,"1,573,100,865,204",AVA,TTP,2,Industrials,"1,110,562,074,556","26,659,546,374","40,473,289,804"
GMA.2023,GMA,2023,0,0.0001,2.0653,0.0002,0.6543,"-23,184,349,775","-234,519,079,516","-171,995,826,197","2,765,202,478,407",27.92,"1,338,866,603,314",AASC,AVA,2,Industrials,"876,042,995,040","284,817,626","255,020,762,855"
GMC.2017,GMC,2017,0,0.0364,1.7731,0.0645,0.6474,"-14,865,641,148","-16,951,559,936","39,120,203,864","1,610,475,294,606",27.53,"908,284,010,756",EY,AFC,0,Consumer Discretionary,"588,003,627,917","58,579,423,112","40,197,549,070"
GMC.2018,GMC,2018,0,0.0589,2.0237,0.1191,0.6234,"76,556,050,340","42,072,797,692","24,862,562,715","2,045,323,234,469",27.64,"1,010,673,715,603",EY,EY,0,Consumer Discretionary,"630,076,425,609","120,398,844,159","98,141,642,138"
GMC.2019,GMC,2019,0,0.0597,1.7000,0.1015,0.5302,"-105,848,398,025","-84,513,546,319","39,115,007,755","1,749,298,426,118",27.66,"1,028,987,846,193",EY,EY,0,Consumer Discretionary,"545,562,879,290","104,449,041,334","203,744,114,168"
GMC.2020,GMC,2020,0,0.0315,1.2062,0.0380,0.4615,"-49,271,032,313","18,799,357,948","-91,511,756,746","1,474,983,185,591",27.83,"1,222,790,471,213",EY,EY,0,Consumer Discretionary,"564,362,237,238","46,414,116,807","127,828,518,044"
GMC.2021,GMC,2021,0,0.0409,1.2869,0.0527,0.1508,"24,543,464,815","-439,616,748,660","-172,427,242,599","1,064,772,325,677",27.44,"827,382,114,845",EY,EY,0,Consumer Discretionary,"124,745,488,578","43,591,418,304","147,237,956,788"
GMC.2022,GMC,2022,0,-0.2899,0.5457,-0.1582,0.1631,"-177,363,309,847","-37,399,174,844","23,987,112,307","292,176,218,727",27.01,"535,392,208,393",EY,EY,0,Consumer Discretionary,"87,346,313,734","-84,701,877,511","29,313,713,059"
GMC.2023,GMC,2023,0,-6.2610,0.0198,-0.1240,0.0637,"-15,374,807,050","-60,646,596,394","3,662,024,560","8,296,582,790",26.76,"419,077,780,479",A&C,EY,3,Consumer Discretionary,"26,699,717,340","-51,944,754,105","-65,883,472,798"
GMD.2017,GMD,2017,0,0.1457,0.3534,0.0515,0.3717,"-24,258,109,217","-54,622,852,965","20,771,023,147","3,990,532,084,494",30.06,"11,291,217,207,272",A&C,A&C,1,Industrials,"4,196,680,125,183","581,436,276,874","632,876,665,393"
GMD.2018,GMD,2018,0,0.7018,0.2712,0.1903,0.3461,"-251,914,151,597","-741,599,327,601","-42,252,621,412","2,707,556,390,735",29.93,"9,984,063,244,119",A&C,A&C,1,Industrials,"3,455,080,797,582","1,900,250,425,402","545,285,498,122"
GMD.2019,GMD,2019,0,0.2322,0.2612,0.0606,0.3511,"-180,932,888,961","97,569,233,798","12,832,999,067","2,642,913,926,204",29.95,"10,119,906,897,002",A&C,A&C,1,Industrials,"3,552,650,031,380","613,569,051,999","1,057,439,882,016"
GMD.2020,GMD,2020,0,0.1690,0.2650,0.0448,0.3294,"-18,366,145,642","-313,035,082,116","-5,414,365,447","2,605,666,369,829",29.92,"9,834,544,207,268",A&C,A&C,1,Industrials,"3,239,614,949,264","440,475,754,374","655,364,412,679"
GMD.2021,GMD,2021,0,0.2247,0.2988,0.0671,0.3435,"81,772,613,853","446,977,742,111","-4,253,788,830","3,206,290,165,333",30.00,"10,731,211,063,284",A&C,A&C,1,Industrials,"3,686,592,691,375","720,561,816,175","964,817,116,119"
GMD.2022,GMD,2022,0,0.2979,0.2992,0.0891,0.3901,"26,516,090,950","1,396,304,298,241","13,819,633,686","3,898,243,608,570",30.20,"13,030,653,009,572",A&C,A&C,1,Industrials,"5,082,896,989,616","1,161,293,797,024","2,299,239,828,019"
GMD.2023,GMD,2023,0,0.6589,0.2839,0.1871,0.2815,"320,681,360,945","-1,269,245,873,207","-14,362,686,074","3,845,826,296,568",30.24,"13,546,025,168,428",A&C,A&C,1,Industrials,"3,813,651,116,409","2,533,934,246,423","-2,870,318,244"
GMH.2017,GMH,2017,,,,,,,,,,,,,,,,,,
GMH.2018,GMH,2018,,,,,,,,,,,,,,,,,,
GMH.2019,GMH,2019,,,,,,,,,,,,,,,,,,
GMH.2020,GMH,2020,,,,,,,,,,,,,,,,,,
GMH.2021,GMH,2021,0,0.1678,0.7857,0.1319,0.0469,,,,"165,243,440,732",26.07,"210,300,777,547",Deloitte,IFC,0,Materials,"9,872,965,933","27,729,124,267","47,695,784,139"
GMH.2022,GMH,2022,0,0.1678,0.7582,0.1272,0.0835,"7,802,200,509","6,781,926,570","-1,270,655,532","151,307,572,327",26.02,"199,566,518,733",iCPA,Deloitte,3,Materials,"16,654,892,503","25,383,814,616","22,822,240,567"
GMH.2023,GMH,2023,0,0.1207,0.5756,0.0695,0.0453,"-1,603,824,152","-7,724,001,587","6,789,239,423","113,564,128,846",26.01,"197,294,793,628",iCPA,iCPA,1,Materials,"8,930,890,916","13,702,276,482","-1,590,418,635"
GMX.2017,GMX,2017,0,0.0949,1.9625,0.1863,0.2880,"1,395,007,352","1,720,905,743","1,103,561,141","218,926,803,566",25.44,"111,552,911,691",VietLand,VietLand,1,Materials,"32,123,292,224","20,777,048,619","22,132,553,184"
GMX.2018,GMX,2018,0,0.0873,1.8126,0.1583,0.3823,"9,142,569,571","18,609,331,594","14,467,826,473","240,509,450,723",25.61,"132,687,736,677",VietLand,VietLand,1,Materials,"50,732,623,818","21,000,273,524","9,080,808,718"
GMX.2019,GMX,2019,0,0.0907,2.0561,0.1864,0.3432,"132,762,927","-5,483,628,544","-8,502,773,489","271,099,445,527",25.60,"131,848,294,374",VietLand,VietLand,1,Materials,"45,248,995,274","24,581,931,715","39,326,390,312"
GMX.2020,GMX,2020,0,0.1022,1.8550,0.1896,0.3438,"10,696,782,291","3,812,902,445","-11,727,542,537","264,729,442,807",25.68,"142,713,381,102",VietLand,VietLand,1,Materials,"49,061,897,719","27,062,201,128","32,364,252,403"
GMX.2021,GMX,2021,0,0.1096,1.3625,0.1493,0.3233,"-13,625,360,088","1,718,616,774","-995,850,268","213,997,120,263",25.78,"157,063,880,521",VietLand,VietLand,1,Materials,"50,780,514,493","23,445,624,653","26,201,103,984"
GMX.2022,GMX,2022,0,0.1520,1.5226,0.2314,0.3898,"-2,624,907,044","22,631,334,808","20,238,997,512","286,795,933,215",25.96,"188,354,904,397",VietLand,VietLand,1,Materials,"73,411,849,301","43,581,677,324","44,729,301,957"
GMX.2023,GMX,2023,0,0.1222,1.1526,0.1409,0.2891,"1,856,381,675","-24,904,234,447","3,678,023,579","193,390,529,470",25.85,"167,782,253,846",AASCN,VietLand,2,Materials,"48,507,614,854","23,635,639,133","-9,291,061,439"
GSP.2017,GSP,2017,0,0.0407,2.5254,0.1028,0.2422,"36,955,751,187","7,696,895,549","517,513,855","1,291,862,908,675",26.96,"511,540,944,943",Deloitte,Deloitte,0,Energy,"123,904,711,071","52,573,047,659","22,776,058,558"
GSP.2018,GSP,2018,0,0.0414,2.2443,0.0930,0.4157,"29,367,309,352","163,221,534,369","12,230,372,672","1,550,251,171,779",27.26,"690,736,127,607",Deloitte,Deloitte,0,Energy,"287,126,245,440","64,216,300,678","15,400,607,170"
GSP.2019,GSP,2019,0,0.0377,1.5412,0.0581,0.4990,"-49,973,985,945","163,193,936,374","-7,139,021,666","1,390,979,827,086",27.53,"902,517,332,668",Deloitte,Deloitte,0,Energy,"450,320,181,814","52,407,083,721","126,307,576,742"
GSP.2020,GSP,2020,0,0.0388,1.7637,0.0684,0.4737,"-7,225,579,781","-34,804,129,877","-3,485,310,006","1,547,234,672,709",27.50,"877,246,540,094",Deloitte,Deloitte,0,Energy,"415,516,051,937","60,001,833,163","137,936,964,231"
GSP.2021,GSP,2021,0,0.0344,1.2563,0.0432,0.4937,"99,592,377,017","225,703,197,301","8,261,237,294","1,631,604,805,643",27.89,"1,298,789,801,126",Deloitte,Deloitte,0,Energy,"641,219,249,238","56,045,742,052","39,716,271,108"
GSP.2022,GSP,2022,0,0.0440,1.2348,0.0544,0.5075,"-48,929,916,769","116,894,147,242","4,817,311,582","1,844,793,076,599",28.03,"1,493,942,558,482",Deloitte,Deloitte,0,Energy,"758,113,396,480","81,200,439,796","182,515,532,853"
GSP.2023,GSP,2023,0,0.0480,1.1601,0.0557,0.5011,"113,587,366,338","4,378,818,507","20,581,982,743","1,765,167,951,743",28.05,"1,521,525,696,222",Deloitte,Deloitte,0,Energy,"762,492,214,987","84,687,795,019","204,993,614,924"
GTA.2017,GTA,2017,0,0.0297,1.1985,0.0356,0.6375,"16,199,181,968","-9,874,722,512","18,884,624,708","545,748,574,220",26.84,"455,349,085,241",AASC,AVA,2,Consumer Discretionary,"290,267,560,097","16,193,091,351","-15,032,796,310"
GTA.2018,GTA,2018,0,0.0300,0.8776,0.0263,0.7475,"-15,679,009,731","204,057,847,652","109,200,069,913","580,338,681,402",27.22,"661,262,981,451",AVA,AASC,2,Consumer Discretionary,"494,325,407,749","17,401,139,909","-3,226,490,725"
GTA.2019,GTA,2019,0,0.0276,1.2026,0.0332,0.6941,"7,016,151,022","-111,933,080,743","-75,842,156,341","662,561,522,273",27.03,"550,918,488,346",AVA,AVA,1,Consumer Discretionary,"382,392,327,006","18,293,681,951","-4,815,981,201"
GTA.2020,GTA,2020,0,0.0323,1.1176,0.0360,0.6670,"-6,690,148,092","-43,250,645,047","-60,420,453,588","568,236,974,948",26.95,"508,433,659,401",AVA,AVA,1,Consumer Discretionary,"339,141,681,959","18,327,750,775","24,007,259,959"
GTA.2021,GTA,2021,0,0.0307,1.0921,0.0335,0.6422,"3,064,666,181","-38,763,304,337","37,925,641,902","510,841,937,122",26.87,"467,761,723,730",AVA,AVA,1,Consumer Discretionary,"300,378,377,622","15,674,119,441","-33,526,617,992"
GTA.2022,GTA,2022,0,0.0210,1.3015,0.0273,0.5674,"-25,486,067,526","-86,975,567,124","-31,161,876,705","489,509,946,376",26.65,"376,125,469,752",AVA,AVA,1,Consumer Discretionary,"213,402,810,498","10,264,016,818","20,600,671,346"
GTA.2023,GTA,2023,0,0.0413,0.7372,0.0305,0.5185,"-466,546,707","-38,105,576,838","-7,357,788,002","249,213,956,069",26.55,"338,058,332,599",AVA,AVA,1,Consumer Discretionary,"175,297,233,660","10,302,456,503","-19,179,376,100"
GVR.2017,GVR,2017,0,0.1962,0.2693,0.0528,0.3551,"833,893,171,283","1,848,158,831,438","940,540,785,903","20,059,645,304,952",31.94,"74,482,708,930,422",AVA,AVA,1,Materials,"26,448,441,447,355","3,935,807,324,392","2,493,989,744,949"
GVR.2018,GVR,2018,0,0.1690,0.2550,0.0431,0.3623,"-285,020,705,558","1,582,293,525,436","-256,087,657,565","19,729,227,622,520",31.98,"77,373,195,939,536",AVA,AVA,1,Materials,"28,030,734,972,791","3,333,664,427,328","1,068,297,434,635"
GVR.2019,GVR,2019,0,0.1934,0.2525,0.0488,0.3556,"-818,307,198,531","-110,244,843,492","220,963,944,407","19,824,571,120,198",31.99,"78,517,039,939,639",AVA,AVA,1,Materials,"27,920,490,129,299","3,833,357,812,156","3,751,460,641,967"
GVR.2020,GVR,2020,0,0.2401,0.2633,0.0632,0.3593,"44,448,972,904","927,036,911,852","-1,427,517,904,024","21,140,408,643,143",32.02,"80,278,179,092,452",AVA,AVA,1,Materials,"28,847,527,041,151","5,076,353,611,250","-852,102,006,740"
GVR.2021,GVR,2021,0,0.2036,0.3319,0.0676,0.3426,"-148,768,530,164","-1,773,368,753,966","1,391,348,619,571","26,226,269,744,269",32.00,"79,014,197,735,384",AVA,AVA,1,Materials,"27,074,158,287,185","5,340,046,559,082","3,921,071,527,811"
GVR.2022,GVR,2022,0,0.1886,0.3247,0.0612,0.3178,"-99,237,690,632","-2,141,842,148,323","660,675,246,644","25,475,298,231,163",31.99,"78,447,873,682,328",CPA,AVA,2,Materials,"24,932,316,138,862","4,804,148,907,745","1,342,697,872,512"
GVR.2023,GVR,2023,0,0.1522,0.2840,0.0432,0.2957,"-233,967,069,727","-1,847,425,434,822","-771,081,263,549","22,167,764,814,943",31.99,"78,062,093,620,098",CPA,CPA,1,Materials,"23,084,890,704,040","3,372,861,662,689","3,248,513,419,311"
HAD.2017,HAD,2017,0,0.0799,0.9185,0.0734,0.5911,"-306,988,028","87,559,694,509","3,723,260,850","165,128,416,057",25.92,"179,786,100,217",AASCN,AASCN,1,Consumer Staples,"106,274,567,160","13,196,499,975","20,220,463,971"
HAD.2018,HAD,2018,0,0.0649,1.0994,0.0713,0.4809,"2,116,511,120","-36,646,804,826","-375,596,828","159,191,368,825",25.70,"144,799,507,832",AASCN,AASCN,1,Consumer Staples,"69,627,762,334","10,330,659,041","3,998,488,967"
HAD.2019,HAD,2019,0,0.0611,1.5943,0.0974,0.2606,"-6,996,080,256","-43,092,605,119","-5,165,562,704","162,352,768,639",25.35,"101,832,187,603",AASCN,AASCN,1,Consumer Staples,"26,535,157,215","9,917,943,931","13,943,200,767"
HAD.2020,HAD,2020,0,0.0545,1.6348,0.0891,0.1712,"-2,213,126,654","-10,628,810,525","-5,974,960,306","151,898,632,579",25.25,"92,917,927,734",AASCN,AASCN,1,Consumer Staples,"15,906,346,690","8,277,703,016","20,028,054,583"
HAD.2021,HAD,2021,0,0.0247,1.4207,0.0351,0.1987,"-58,507,540","1,946,306,524","5,693,159,327","127,635,214,403",25.22,"89,837,990,641",AASCN,AASCN,1,Consumer Staples,"17,852,653,214","3,150,804,383","321,086,381"
HAD.2022,HAD,2022,0,0.0687,1.6229,0.1114,0.1919,"786,385,045","284,292,063","-3,101,946,491","153,368,249,987",25.27,"94,502,594,572",AASCN,AASCN,1,Consumer Staples,"18,136,945,277","10,531,116,251","13,599,822,458"
HAD.2023,HAD,2023,0,0.0356,1.8023,0.0642,0.2072,"291,236,055","1,247,929,446","1,415,378,625","168,660,498,492",25.26,"93,578,318,292",AASCN,AASCN,1,Consumer Staples,"19,384,874,723","6,005,794,274","2,188,815,321"
HAG.2017,HAG,2017,0,0.0768,0.0912,0.0070,0.6648,"3,274,719,135,000","-905,882,563,000","-494,259,037,000","4,841,225,074,000",31.60,"53,062,127,656,000",EY,EY,0,Consumer Staples,"35,274,154,978,000","371,607,315,000","1,014,522,675,000"
HAG.2018,HAG,2018,0,0.0012,0.1120,0.0001,0.6506,"-5,091,483,823,000","-3,973,600,048,000","278,370,891,000","5,388,200,400,000",31.50,"48,111,441,616,000",EY,EY,0,Consumer Staples,"31,300,554,930,000","6,244,405,000","-2,917,676,442,000"
HAG.2019,HAG,2019,0,-0.9124,0.0623,-0.0568,0.6500,"-3,504,405,776,000","-9,476,871,629,000","804,333,284,000","2,091,833,174,000",31.14,"33,575,440,524,000",EY,EY,0,Consumer Staples,"21,823,683,301,000","-1,908,672,374,000","-2,537,576,353,000"
HAG.2020,HAG,2020,0,-0.7471,0.0856,-0.0640,0.7309,"931,918,575,000","5,414,340,791,000","146,408,875,000","3,189,964,886,000",31.25,"37,265,819,551,000",EY,EY,0,Consumer Staples,"27,238,024,092,000","-2,383,339,850,000","-1,764,136,007,000"
HAG.2021,HAG,2021,0,0.0583,0.1186,0.0069,0.7466,"788,632,630,000","-13,471,572,441,000","-1,937,934,001,000","2,187,415,636,000",30.55,"18,439,684,991,000",EY,EY,0,Consumer Staples,"13,766,451,651,000","127,606,111,000","-640,276,028,000"
HAG.2022,HAG,2022,0,0.2164,0.2625,0.0568,0.7376,"-298,871,896,000","837,192,561,000","738,006,045,000","5,197,982,826,000",30.62,"19,798,387,553,000",EY,EY,0,Consumer Staples,"14,603,644,212,000","1,124,674,840,000","37,335,440,000"
HAG.2023,HAG,2023,0,0.2744,0.3106,0.0852,0.6806,"-920,092,994,000","-377,859,027,000","-219,318,914,000","6,492,569,736,000",30.67,"20,903,255,290,000",EY,EY,0,Consumer Staples,"14,225,785,185,000","1,781,685,785,000","101,113,798,000"
HAH.2017,HAH,2017,0,0.1961,0.5943,0.1166,0.3612,"46,664,859,244","81,032,988,978","11,943,730,641","777,929,634,332",27.90,"1,309,071,275,223",A&C,A&C,1,Industrials,"472,894,191,748","152,573,427,103","46,390,589,371"
HAH.2018,HAH,2018,0,0.1507,0.6367,0.0960,0.2641,"87,844,614,317","-35,590,927,670","-3,866,557,033","1,054,283,124,381",28.14,"1,655,979,508,297",A&C,A&C,1,Industrials,"437,303,264,078","158,895,363,744","-17,629,477,791"
HAH.2019,HAH,2019,0,0.1197,0.6068,0.0726,0.3135,"48,126,098,549","135,558,712,040","18,218,535,872","1,108,933,049,361",28.23,"1,827,544,202,998",A&C,A&C,1,Industrials,"572,861,976,118","132,738,529,661","184,160,967,914"
HAH.2020,HAH,2020,0,0.1230,0.5689,0.0700,0.3623,"40,223,545,195","185,892,689,251","-7,498,440,490","1,191,667,202,379",28.37,"2,094,551,278,545",A&C,A&C,1,Industrials,"758,754,665,369","146,597,749,796","276,893,705,171"
HAH.2021,HAH,2021,0,0.2816,0.6049,0.1703,0.4116,"325,539,502,079","571,560,746,185","2,719,585,051","1,955,301,419,313",28.80,"3,232,345,373,971",A&C,A&C,1,Industrials,"1,330,315,411,554","550,615,355,463","790,084,526,976"
HAH.2022,HAH,2022,0,0.3247,0.6348,0.2061,0.4283,"458,454,556,207","832,183,380,068","30,019,901,157","3,205,610,066,164",29.25,"5,049,419,497,076",A&C,A&C,1,Industrials,"2,162,498,791,622","1,040,793,233,703","1,294,718,350,122"
HAH.2023,HAH,2023,0,0.1370,0.4875,0.0668,0.4083,"26,618,602,858","25,704,764,760","18,691,449,408","2,612,689,733,658",29.31,"5,358,949,358,065",A&C,A&C,1,Industrials,"2,188,203,556,382","357,825,466,214","536,324,547,004"
HAP.2017,HAP,2017,0,0.0352,0.4790,0.0169,0.1601,"-124,194,119,895","-217,443,205,950","-1,463,038,020","381,108,534,488",27.40,"795,598,391,661",NVT,AASC,2,Materials,"127,405,744,443","13,423,007,933","122,925,747,485"
HAP.2018,HAP,2018,0,0.0714,0.5803,0.0414,0.1442,"108,618,282,176","-9,097,023,449","4,043,424,978","476,100,693,416",27.43,"820,400,710,169",NVT,NVT,1,Materials,"118,308,720,994","33,999,341,957","38,364,546,533"
HAP.2019,HAP,2019,0,0.0540,0.4643,0.0251,0.1514,"-44,664,733,085","4,590,336,549","23,892,490,434","376,994,584,010",27.42,"811,892,159,329",NVT,NVT,1,Materials,"122,899,057,543","20,356,803,211","35,288,153,683"
HAP.2020,HAP,2020,0,0.1018,0.4139,0.0422,0.1120,"-18,091,973,886","-32,375,953,497","-28,593,050,684","334,507,492,025",27.42,"808,116,351,096",NVT,NVT,1,Materials,"90,523,104,046","34,066,269,391","22,495,854,835"
HAP.2021,HAP,2021,0,0.0886,0.6182,0.0548,0.0994,"73,572,413,497","-10,470,599,318","8,910,901,851","497,919,255,007",27.41,"805,451,584,862",BDO,NVT,2,Materials,"80,052,504,728","44,103,368,414","-15,810,148,762"
HAP.2022,HAP,2022,0,0.0120,0.4776,0.0057,0.0631,"184,257,201,671","3,605,805,024","15,031,029,482","632,794,475,004",27.91,"1,325,019,303,064",BDO,BDO,1,Materials,"83,658,309,752","7,613,760,364","-21,848,943,708"
HAP.2023,HAP,2023,0,0.0611,0.2351,0.0144,0.0557,"80,098,193,475","-12,599,710,497","-17,077,834,415","299,796,286,824",27.87,"1,275,256,787,112",BDO,BDO,1,Materials,"71,058,599,255","18,310,845,545","-13,319,948,400"
HAR.2017,HAR,2017,0,0.5049,0.0419,0.0211,0.2158,"-214,862,386,389","100,414,295,860","6,150,075,944","56,936,473,648",27.94,"1,359,253,141,161",VietLand,VietLand,1,Real Estate,"293,391,649,793","28,744,737,535","-41,971,015,537"
HAR.2018,HAR,2018,0,0.0606,0.1583,0.0096,0.1102,"-44,930,784,485","-163,330,663,774","-6,150,075,944","186,843,341,286",27.80,"1,180,126,678,837",VietLand,VietLand,1,Real Estate,"130,060,986,019","11,315,198,349","100,194,065,822"
HAR.2019,HAR,2019,0,0.0410,0.1436,0.0059,0.0768,"58,757,167,383","-42,764,241,090",0,"163,236,076,388",27.76,"1,136,766,535,578",VietLand,VietLand,1,Real Estate,"87,296,744,929","6,685,995,175","45,806,004,196"
HAR.2020,HAR,2020,0,0.0124,0.1265,0.0016,0.1791,"16,250,814,258","138,467,838,060",0,"159,409,434,070",27.86,"1,260,544,235,389",VietLand,VietLand,1,Real Estate,"225,764,582,989","1,984,192,193","63,564,672,690"
HAR.2021,HAR,2021,0,0.8332,0.0341,0.0284,0.1470,"7,641,689,973","-41,465,508,298",0,"42,697,462,993",27.86,"1,253,935,213,844",UHY,VietLand,2,Real Estate,"184,299,074,691","35,576,486,753","-6,362,200,475"
HAR.2022,HAR,2022,0,-0.3021,0.1294,-0.0391,0.0797,"134,719,997,607","-94,964,518,245",0,"144,961,003,809",27.74,"1,120,632,874,640",UHY,UHY,1,Real Estate,"89,334,556,446","-43,791,581,326","7,254,859,125"
HAR.2023,HAR,2023,0,1.9669,0.0171,0.0335,0.0044,"-32,961,742,005","-84,619,359,166",0,"18,271,816,853",27.70,"1,071,589,346,747",UHY,UHY,1,Real Estate,"4,715,197,280","35,939,331,273","-30,978,376,484"
HAS.2017,HAS,2017,0,0.0721,1.0377,0.0748,0.4180,"-16,594,876,591","-31,289,297,415","4,977,021,531","259,478,062,441",26.24,"250,046,674,301",AASC,AASC,1,Industrials,"104,512,553,450","18,710,442,881","7,853,176,883"
HAS.2018,HAS,2018,0,0.0231,1.0249,0.0237,0.3823,"18,948,028,083","-14,777,070,238","-22,636,799,425","240,545,151,205",26.18,"234,698,939,055",AASC,AASC,1,Industrials,"89,735,483,212","5,555,292,467","-15,344,174,461"
HAS.2019,HAS,2019,0,0.0298,0.7840,0.0233,0.3480,"-16,001,171,439","-12,617,508,622","5,186,714,511","173,738,739,941",26.12,"221,611,808,637",AASC,AASC,1,Industrials,"77,117,974,590","5,169,447,473","20,398,921,520"
HAS.2020,HAS,2020,0,0.0194,0.7571,0.0147,0.2954,"-30,171,341,204","-17,786,461,617","-143,149,910","152,074,083,561",26.03,"200,863,676,226",AASC,AASC,1,Industrials,"59,331,512,973","2,952,429,206","14,856,849,636"
HAS.2021,HAS,2021,0,0.0204,0.9749,0.0199,0.3013,"8,645,751,997","1,721,314,336","15,256,637","197,530,930,686",26.03,"202,626,115,905",AASC,AASC,1,Industrials,"61,052,827,309","4,032,961,640","-8,899,067,858"
HAS.2022,HAS,2022,0,0.0050,0.6610,0.0033,0.3611,"-7,109,853,307","18,450,925,216","2,974,325,146","145,551,346,626",26.12,"220,185,600,065",AASC,AASC,1,Industrials,"79,503,752,525","721,888,942","22,248,538,965"
HAS.2023,HAS,2023,0,0.0027,0.5404,0.0015,0.3497,"-545,591,895","-4,678,285,917","2,112,609,939","115,619,862,855",26.09,"213,945,608,926",AASC,AASC,1,Industrials,"74,825,466,608","317,453,125","2,246,545,072"
HAT.2017,HAT,2017,0,0.0468,4.1024,0.1922,0.6861,"-364,396,722","21,271,783,577","361,242,336","590,482,211,504",25.69,"143,936,828,732",AASCN,AASCN,1,Consumer Discretionary,"98,755,392,633","27,662,587,685","46,061,472,065"
HAT.2018,HAT,2018,0,0.0413,4.2277,0.1746,0.6152,"2,914,307,943","5,147,203,560","1,098,440,049","714,067,012,735",25.85,"168,900,907,492",AASCN,AASCN,1,Consumer Discretionary,"103,902,596,193","29,492,875,200","21,418,348,490"
HAT.2019,HAT,2019,0,0.0201,5.3388,0.1070,0.5681,"-624,571,051","-17,340,898,107","-1,336,712,321","813,489,717,966",25.75,"152,373,817,644",AASCN,AASCN,1,Consumer Discretionary,"86,561,698,086","16,311,474,434","-16,094,940,081"
HAT.2020,HAT,2020,0,0.0117,4.7059,0.0550,0.6054,"139,544,991","10,651,331,369","4,248,213,572","755,648,678,387",25.80,"160,575,458,124",AASCN,AASCN,1,Consumer Discretionary,"97,213,029,455","8,828,329,930","-6,991,531,274"
